session ID,item ID
254,91320
254,86356
254,62472
254,134083
254,178467
254,80201
254,35457
255,121084
255,5152
255,171278
255,13700
255,34876
255,3520
255,92009
256,59334
256,21877
256,172159
256,73772
256,140519
256,32221
256,133537
256,48441
256,73960
257,141299
257,53590
257,171589
257,68567
257,134626
257,121119
257,103593
257,36438
257,41453
258,173698
258,178610
258,120034
258,40695
258,106852
258,163006
258,159051
258,65466
258,174603
258,114414
259,170462
259,32710
259,112202
260,111923
260,80177
260,178709
260,128155
260,173664
260,59870
260,178711
260,112615
261,57905
261,94700
261,92340
261,8548
261,104289
262,151634
262,79091
262,51834
263,102924
263,176305
263,14335
263,173997
263,98455
263,109020
263,54749
264,26105
264,23939
264,171080
264,31036
264,52526
265,52381
265,38432
265,145967
265,59060
265,169905
265,21772
265,159028
265,142120
265,61192
266,72270
266,178514
266,132553
266,123666
266,59315
266,150920
266,178515
266,6172
266,177836
267,176225
267,12365
267,155039
267,162150
267,87955
267,15627
267,68895
268,7839
268,134493
268,64951
269,103707
269,24702
269,76044
269,87032
269,19245
270,120764
270,145389
271,83447
271,134756
271,94982
271,112018
272,68675
272,46054
272,110615
272,118340
272,81600
272,120111
272,141170
272,46778
272,98570
273,76676
273,167964
273,102412
273,38457
274,138927
274,39753
274,110848
274,46451
275,171635
275,15374
275,93719
276,12894
276,92257
276,870
276,98010
276,153390
276,120765
276,29348
276,121023
276,143959
276,23020
276,44622
277,127974
277,157148
277,133172
277,78932
278,121084
278,17789
278,32625
278,33044
278,19952
278,72246
279,98492
279,117051
279,159051
280,64302
280,151463
280,63439
280,44890
280,34075
280,134599
280,18758
280,60471
280,32411
280,52168
281,166330
281,4977
281,146818
282,76883
282,113029
282,148081
282,153390
282,170964
282,72133
282,165211
282,105451
282,92611
282,56806
282,44239
283,101526
283,104048
283,91854
283,176581
283,30240
283,168852
283,13229
283,130889
283,29840
283,141453
283,90796
283,131558
284,115613
284,143734
284,134188
284,77580
284,93831
284,50880
284,134084
284,104048
285,33845
285,130963
285,5154
285,119595
285,125758
286,36022
286,140070
286,178518
286,108845
286,20706
286,178519
287,22670
287,68467
287,33738
287,38364
287,40099
288,39542
288,173975
288,62730
288,35457
289,178370
289,170820
289,115304
289,49252
289,86720
289,42012
290,26369
290,173688
290,54669
290,34318
290,39333
291,106421
291,70446
291,42446
291,4492
291,30065
291,44392
291,67954
291,151463
292,38852
292,121053
292,41831
293,178601
293,2134
293,178060
293,145800
293,178602
293,98455
293,78153
293,78193
294,33247
294,51318
294,168754
294,164300
294,160925
294,4634
295,169367
295,47870
295,62209
295,59990
296,55738
296,114880
296,157021
297,130498
297,28355
297,139947
297,36842
297,112151
298,7150
298,171733
298,140508
298,1865
299,75873
299,56312
299,155039
299,81110
299,99958
299,109959
299,135148
299,156826
299,57344
299,35457
300,138495
300,174797
300,79293
300,154371
300,38733
300,43114
300,124117
301,172433
301,165068
301,47136
301,77580
301,135148
301,51646
302,24682
302,108845
302,86548
302,127950
303,38220
303,68484
303,123473
303,111181
304,159308
304,73203
304,159426
304,29332
304,108136
305,94585
305,17617
305,178564
305,20132
305,115432
305,151463
306,103773
306,119498
306,168903
306,152106
306,53604
306,89616
307,25590
307,50957
307,28992
307,88264
307,26654
307,54289
307,24145
307,26145
307,60215
307,121971
308,172536
308,170038
308,108845
309,26306
309,168801
309,158864
309,106336
309,50336
309,46699
309,99958
310,62394
310,110017
310,40699
311,123391
311,51646
311,14629
311,146261
311,26810
311,39332
311,10704
311,70503
311,170038
311,57538
312,44029
312,19440
312,133778
312,178509
312,22259
312,72824
312,48257
312,76903
312,51834
313,167349
313,3593
313,76516
313,22605
313,69320
313,173438
313,40099
314,77211
314,49263
314,67976
314,3158
314,164936
314,112202
314,106811
314,138546
314,27337
314,158027
315,122919
315,132061
315,178646
315,30152
315,112693
315,118109
315,157297
315,93429
315,14629
315,125758
315,21021
315,90796
315,177836
315,138879
316,135214
316,178507
316,639
316,178508
316,8665
316,90796
316,176647
317,135226
317,119383
318,35755
318,55884
318,639
318,51532
318,41250
318,73021
318,89034
318,131739
318,133714
319,10470
319,82026
319,81320
319,78153
320,9656
320,5980
320,124909
321,22350
321,178574
321,152877
321,28813
322,42987
322,106535
322,156929
322,82465
322,34075
322,134612
322,125758
322,111530
322,44239
322,40699
323,10351
323,83506
323,39753
323,166800
323,113261
323,108658
323,129433
323,111519
323,89179
324,70075
324,93568
324,113297
324,54962
324,39106
324,93235
324,21158
324,178629
324,23232
325,22605
325,142236
325,62164
325,73753
325,110848
325,160688
325,44622
325,173698
325,151440
326,20732
326,106449
326,72500
326,52231
326,124619
326,178619
326,76883
326,78630
327,31241
327,81110
327,60549
327,124909
327,104289
328,176292
328,9018
328,115751
328,47395
328,110047
328,57803
328,63475
328,24418
328,98306
328,178648
329,70094
329,24870
329,51232
330,498
330,22605
330,2085
330,93343
330,68595
330,1017
331,144581
331,119793
331,4977
331,86456
331,108845
331,38801
331,69486
331,55953
331,20770
332,51999
332,94118
332,67558
332,176140
332,102495
332,178600
332,143201
333,111331
333,49828
333,20732
333,956
333,71498
333,147910
333,166301
333,79982
334,117142
334,82550
334,32964
334,81903
334,96740
334,30029
334,104048
334,169476
335,163006
335,134534
335,4721
335,136148
335,26600
336,127884
336,26346
336,41062
336,31991
336,2712
336,169905
336,69382
336,119504
336,46903
336,57957
336,143066
336,20770
336,89179
337,147199
337,178453
337,98876
337,48503
338,161904
338,125757
338,86424
339,42987
339,300
339,108845
339,124909
339,25562
339,139947
339,155733
339,19165
339,125758
340,90109
340,19952
340,93390
340,94895
340,78737
340,22070
340,168650
340,156212
340,108573
340,24870
340,75873
340,3520
341,13776
341,120457
341,51845
341,47681
341,173206
342,22605
342,151634
342,153390
342,90796
343,176292
343,119048
343,141146
343,64198
343,27987
344,3021
344,100935
344,139947
344,82834
344,33647
344,18212
344,150298
344,42592
344,177836
345,120514
345,80765
345,173315
345,59600
346,116358
346,64753
346,127892
346,60754
346,19952
346,42933
347,172799
347,150814
347,178624
347,138487
347,84094
347,32553
347,124007
347,73347
348,28813
348,168341
348,102537
348,156826
348,88719
348,125758
348,90457
349,80961
349,129125
349,63745
349,83172
350,17656
350,25810
350,2707
350,69878
350,57094
351,139947
351,98455
351,78228
351,150621
351,90628
351,50511
351,129688
352,111993
352,128817
352,84973
352,106449
352,78620
352,108845
352,639
352,62743
353,142665
353,5859
353,20586
353,71623
353,178632
353,176663
353,74096
353,146168
353,128284
353,117051
353,10212
353,158823
354,28038
354,56285
354,178512
354,117996
354,118581
354,98600
354,157552
354,171211
354,20770
355,92177
355,26587
355,26105
355,53025
355,5072
356,167834
356,110848
356,178579
356,162192
356,108845
357,107476
357,152306
357,43396
357,153594
358,154228
358,20864
358,62743
358,21021
358,67016
359,102924
359,106038
359,127166
359,95691
359,75427
359,38799
360,60743
360,93831
360,57362
360,107843
360,163530
360,33929
360,40551
360,96740
360,28813
361,142750
361,78679
361,4544
361,17205
361,89466
361,170152
361,151668
361,144354
361,3520
361,137153
362,54363
362,93203
362,71498
362,37622
362,40099
362,44824
363,17135
363,78474
363,76155
363,57954
364,27916
364,53005
364,145854
364,12579
364,127850
364,85751
364,39540
365,57600
365,178520
365,110848
365,28038
365,170700
365,122139
365,173678
365,38434
365,59272
365,66757
365,125620
365,85286
365,131417
365,166301
366,22605
366,80873
366,110615
366,141170
366,68323
366,50698
366,139070
366,120111
367,3379
367,87725
368,110607
368,61693
368,5933
368,97146
368,126388
368,89179
368,128258
368,159051
368,12894
369,76664
369,51252
369,50599
369,35755
369,60373
369,108845
369,59452
369,5152
369,12894
369,133105
369,150298
370,84661
370,175120
370,97938
370,72562
370,146739
370,127950
371,108910
371,53025
371,73956
371,175961
371,154202
372,70061
372,167975
372,58618
372,105761
372,77580
372,178636
372,76416
372,178637
372,175167
372,36793
372,35457
372,117637
372,119708
372,152670
373,37221
373,146857
373,131599
373,91772
373,165211
373,155733
373,11527
373,22605
374,77225
374,76179
374,123473
374,89034
374,34075
374,93831
375,36331
375,151059
375,43060
376,71350
376,11651
376,178576
376,149226
376,139947
376,169905
376,584
377,57600
377,29775
377,147073
377,19854
377,37241
377,26145
377,73462
377,81017
377,125220
377,122337
377,159051
377,114414
378,99277
378,170569
378,51883
378,93240
378,157375
378,108762
378,51035
378,75379
378,40099
378,119708
379,25056
379,107476
379,178375
379,23250
379,80550
379,43618
379,46409
380,152670
380,128837
381,150607
381,35659
381,34830
381,30790
381,109006
381,113698
382,116138
382,144326
382,151381
382,81673
382,111519
382,24255
382,57616
383,18422
383,178446
383,168448
383,75873
384,50033
384,50336
384,146958
384,111732
384,110656
384,9574
384,129719
384,91139
384,89616
385,38693
385,178603
385,174445
385,157405
385,45374
386,76467
386,24666
386,85072
386,80341
386,5022
386,161400
386,107832
386,133714
387,57167
387,38406
387,101359
387,126992
387,117733
387,16132
387,28098
388,143303
388,170906
388,73568
389,11527
389,47252
389,101402
389,50599
389,3198
389,19599
389,122162
389,51622
389,63215
390,146288
390,74627
390,80201
390,35457
390,112018
390,65305
391,108845
391,56648
391,64900
391,174198
391,40099
392,15029
392,43521
393,21006
393,4752
393,172462
393,16869
393,126777
394,78453
394,105442
394,107476
394,154358
394,174603
394,4721
395,117888
395,133156
395,46603
395,133058
395,73700
395,16475
395,61192
395,109493
395,12894
396,7682
396,99222
397,15866
397,177233
397,106811
397,134276
397,28815
398,150607
398,26453
398,149578
398,57094
399,178472
399,46558
399,22605
399,164381
399,178474
399,83172
400,177520
400,32591
400,13280
400,47125
400,137602
400,78126
400,117749
400,12894
400,116223
400,78153
401,165262
401,110502
401,112144
402,62395
402,87901
402,62164
402,31807
402,90647
402,13696
402,59592
402,90252
402,163130
402,3520
402,21158
403,178478
403,168753
403,167917
403,133995
403,126992
403,151381
404,129854
404,165475
404,165569
404,177946
404,76883
404,81580
404,31859
404,90457
404,113431
404,150431
405,113452
405,20745
405,158864
405,25683
405,133042
405,10212
405,128656
406,18536
406,152176
406,57818
406,12350
407,171187
407,154152
407,10013
407,100366
407,165547
407,24130
407,48412
407,12632
407,132255
407,152490
408,166301
408,44622
408,96419
408,71959
408,66757
408,173688
408,168650
408,44824
409,178375
409,86825
409,72598
410,93229
410,54809
410,29227
411,175157
411,69949
411,139324
412,172462
412,83081
412,32209
413,110655
413,10851
413,123431
413,40294
413,178553
413,57593
413,156408
413,50336
413,45166
413,68147
414,131271
414,174506
414,61192
414,89169
414,47405
414,33929
415,131157
415,35755
415,128719
415,122652
415,126413
415,166057
415,150431
416,178612
416,16464
416,72122
416,80697
416,74933
416,99219
416,19165
416,155733
417,144422
417,174634
417,92584
418,23490
418,84748
418,12931
418,68138
418,101786
419,12350
419,25356
419,90882
419,163648
419,152176
419,37566
420,146771
420,14629
420,75873
420,90796
421,94742
421,148195
421,25574
421,126691
421,80793
421,61629
421,16188
421,178621
421,131157
421,19165
422,103820
422,116597
422,52371
422,136039
422,22106
422,104048
422,52381
422,158027
422,162592
422,173688
423,78644
423,136841
423,1212
423,95563
423,177270
423,72083
423,27453
423,44194
423,10212
423,29642
424,160721
424,103113
424,68436
424,42128
424,161913
424,78064
424,70259
424,61075
425,29448
425,141441
426,87576
426,38434
426,34490
426,21099
426,91745
426,97938
426,148311
426,79902
426,128398
426,29775
427,16748
427,171433
427,176307
428,132019
428,141473
428,97475
429,41708
429,70510
429,139809
429,116592
429,22070
429,165522
429,178663
430,139947
430,50914
430,85991
430,17135
430,103820
430,27946
430,166301
430,10291
431,99222
431,130115
431,156896
431,82861
431,22605
431,90796
432,156826
432,80201
432,111519
432,149132
432,152411
432,35457
432,65305
432,56655
432,170820
433,159018
433,51999
433,75379
433,151947
433,74817
433,20770
434,100033
434,50336
434,117309
434,38434
434,148669
434,332
434,159723
434,145160
434,142665
434,178539
434,57600
435,90457
435,43484
435,176201
435,5292
435,82235
435,33044
435,37671
435,154762
435,11527
435,175961
