bundle ID,item ID,titles,categories
8,94880,".925 Sterling Silver Claddagh Ring with Blue Sapphire Cz Heart Stone Size 3,4,5,6,7,8,9,10; Comes with Free Gift Box","[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
9,53654,"Rich &amp; Skinny Women's Tuxedo Skinny Jean, Stratus, 28","[[Clothing, Shoes & Jewelry,Women,Clothing,Jeans],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
9,237540,DL1961 Women's Angel Skinny Ankle Jean in Iris,"[[Clothing, Shoes & Jewelry,Women,Clothing,Jeans],[Clothing, Shoes & Jewelry,Women,Petite,Jeans],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
9,193630,7 For All Mankind Women's Slim Cigarette Jean,"[[Clothing, Shoes & Jewelry,0-9,7 For All Mankind],[Clothing, Shoes & Jewelry,Women,Clothing,Jeans],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
9,237538,"DL1961 Women's Toni Cropped Jean in Rivington, Rivington, 29","[[Clothing, Shoes & Jewelry,Women,Clothing,Jeans],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
10,5081,"Nine West Zipster Tab Cross Body,Miami Blue,One Size","[[Clothing, Shoes & Jewelry,N,Nine West],[Clothing, Shoes & Jewelry,Women,Handbags & Wallets,Cross-Body Bags]]"
10,9600,"LeSportsac Shellie Cross Body,White Debossed,One Size","[[Clothing, Shoes & Jewelry,L,LeSportsac],[Clothing, Shoes & Jewelry,Women,Handbags & Wallets,Cross-Body Bags]]"
11,181884,K Mega Jewelry Royal Phoenix Stainless Steel Mens Dog Tag Pendant [Jewelry],"[[Sports & Outdoors,Fan Shop,Jewelry & Watches,Necklaces & Pendants],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
11,76339,O-stone Wishing Bead Necklace Series Golden Obsidian Pendant Grounding Stone Protection Amulet,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Necklaces & Pendants]]"
12,74845,Jake and the Never Land Pirates Toddler Boys Cotton Pajama Set (5T),"[[Clothing, Shoes & Jewelry,Boys,Clothing,Sleepwear & Robes,Pajama Sets]]"
12,236450,Angry Bird Star Wars 4 Piece Pajama Set,"[[Clothing, Shoes & Jewelry,Boys,Clothing,Sleepwear & Robes,Pajama Sets]]"
13,236450,Angry Bird Star Wars 4 Piece Pajama Set,"[[Clothing, Shoes & Jewelry,Boys,Clothing,Sleepwear & Robes,Pajama Sets]]"
13,74845,Jake and the Never Land Pirates Toddler Boys Cotton Pajama Set (5T),"[[Clothing, Shoes & Jewelry,Boys,Clothing,Sleepwear & Robes,Pajama Sets]]"
13,19991,Vans Kids VANS CLASSIC SLIP-ON SKATE SHOES,"[[Clothing, Shoes & Jewelry,Girls],[Clothing, Shoes & Jewelry,Boys]]"
13,236451,Batman Boys Toddler and Boys Character Short Sleeve Shortie Pajamas size 5T Red,"[[Clothing, Shoes & Jewelry,Baby,Baby Boys,Clothing,Sleepwear & Robes,Pajama Sets]]"
14,236451,Batman Boys Toddler and Boys Character Short Sleeve Shortie Pajamas size 5T Red,"[[Clothing, Shoes & Jewelry,Baby,Baby Boys,Clothing,Sleepwear & Robes,Pajama Sets]]"
14,74845,Jake and the Never Land Pirates Toddler Boys Cotton Pajama Set (5T),"[[Clothing, Shoes & Jewelry,Boys,Clothing,Sleepwear & Robes,Pajama Sets]]"
14,236450,Angry Bird Star Wars 4 Piece Pajama Set,"[[Clothing, Shoes & Jewelry,Boys,Clothing,Sleepwear & Robes,Pajama Sets]]"
15,126634,AMC Men's Sleeve Varsity Drawstring Hoodie with Pockets,"[[Sports & Outdoors,Clothing,Men,Track Jackets],[Clothing, Shoes & Jewelry,Men,Clothing,Active,Track & Active Jackets]]"
15,182281,Superman DC Comics Super Mom Adult T-Shirt Tee,"[[Clothing, Shoes & Jewelry,Men],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Clothing,Men,Shirts,T-Shirts]]"
15,86063,Nine West 9s Jacquard Shopper Satchel Handbag,"[[Clothing, Shoes & Jewelry,N,Nine West],[Clothing, Shoes & Jewelry,Women,Handbags & Wallets,Top-Handle Bags],[Clothing, Shoes & Jewelry,Women,Handbags & Wallets,Shoulder Bags]]"
15,155062,GOYESTORE(TM)Womens Mens POM-POM Winter Knit Beanie Cap Hat Crochet Ski Baggy Knit Beany (Red),"[[Clothing, Shoes & Jewelry,Women,Accessories,Hats & Caps,Skullies & Beanies]]"
15,71382,New Winter fashion Women Beret Braided Baggy Beanie Crochet Knitted Hat Cap,"[[Sports & Outdoors,Snow Sports,Skiing,Clothing,Women,Hats],[Clothing, Shoes & Jewelry,Women,Accessories,Hats & Caps]]"
16,71382,New Winter fashion Women Beret Braided Baggy Beanie Crochet Knitted Hat Cap,"[[Sports & Outdoors,Snow Sports,Skiing,Clothing,Women,Hats],[Clothing, Shoes & Jewelry,Women,Accessories,Hats & Caps]]"
16,155062,GOYESTORE(TM)Womens Mens POM-POM Winter Knit Beanie Cap Hat Crochet Ski Baggy Knit Beany (Red),"[[Clothing, Shoes & Jewelry,Women,Accessories,Hats & Caps,Skullies & Beanies]]"
17,32272,Celtic Trinity Knot Tree of Life with Sun and Moon Sterling Silver Ring,"[[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Rings],[Clothing, Shoes & Jewelry,Women,Jewelry,Religious,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
17,139919,Sterling Silver Turquoise Rectangle Ring,"[[Clothing, Shoes & Jewelry,Gemstones],[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
17,146856,Sterling Silver Turquoise Triangle Shaped Ring,"[[Clothing, Shoes & Jewelry,Gemstones],[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
17,150173,Nickel Free Sterling Silver Irish Claddagh Friendship and Love Band Celtic Ring w/ Trinity Symbols,"[[Clothing, Shoes & Jewelry,Jewelry Outlet],[Clothing, Shoes & Jewelry,Wedding Party Gifts,Gifts for the Bride],[Clothing, Shoes & Jewelry,Wedding Party Gifts,Gifts for the Groom],[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Men,Jewelry,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
18,32272,Celtic Trinity Knot Tree of Life with Sun and Moon Sterling Silver Ring,"[[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Rings],[Clothing, Shoes & Jewelry,Women,Jewelry,Religious,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
18,139919,Sterling Silver Turquoise Rectangle Ring,"[[Clothing, Shoes & Jewelry,Gemstones],[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
18,146856,Sterling Silver Turquoise Triangle Shaped Ring,"[[Clothing, Shoes & Jewelry,Gemstones],[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
18,237065,Kendra Scott &quot;Signature&quot; Danielle Drop Earrings,"[[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Shop by Designer],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
18,150173,Nickel Free Sterling Silver Irish Claddagh Friendship and Love Band Celtic Ring w/ Trinity Symbols,"[[Clothing, Shoes & Jewelry,Jewelry Outlet],[Clothing, Shoes & Jewelry,Wedding Party Gifts,Gifts for the Bride],[Clothing, Shoes & Jewelry,Wedding Party Gifts,Gifts for the Groom],[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Men,Jewelry,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
18,237064,Pewter Irish Shamrock Kilt Pin,"[[Clothing, Shoes & Jewelry,Men],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Band & Music Fan,Accessories],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,World Apparel]]"
19,203037,"KONOV Jewelry Gothic Skull Cubic Zirconia Stainless Steel Men's Biker Ring, Silver Black","[[Clothing, Shoes & Jewelry,Men,Jewelry,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
19,206029,KONOV Jewelry Stainless Steel Gothic Biker Men's Ring,"[[Clothing, Shoes & Jewelry,Men,Jewelry,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
19,161552,"KONOV Jewelry Vintage Stainless Steel Gothic Skull Biker Mens Ring, Black Silver","[[Clothing, Shoes & Jewelry,Men,Jewelry,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
20,44834,"KONOV Jewelry Mens Bracelet Bangle, Stainless Steel Rubber, Color Black Silver","[[Clothing, Shoes & Jewelry,Men,Jewelry,Bracelets,Link],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Bracelets]]"
20,173714,JBlue Jewelry Men's Large Alloy Leather Bracelet Bangle Brown Rock (with Gift Bag),"[[Clothing, Shoes & Jewelry,Men,Jewelry,Bracelets,Link],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
20,175566,JBlue Jewelry Genuine Black Leather Bangle Bracelet,"[[Clothing, Shoes & Jewelry,Men,Jewelry,Bracelets,Cuff],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
20,204906,KONOV Jewelry Stainless Steel Rubber Bracelet for Unisex Mens Womens - Black Silver - 8.8 Inch,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Bracelets]]"
21,204906,KONOV Jewelry Stainless Steel Rubber Bracelet for Unisex Mens Womens - Black Silver - 8.8 Inch,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Bracelets]]"
21,175566,JBlue Jewelry Genuine Black Leather Bangle Bracelet,"[[Clothing, Shoes & Jewelry,Men,Jewelry,Bracelets,Cuff],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
21,161552,"KONOV Jewelry Vintage Stainless Steel Gothic Skull Biker Mens Ring, Black Silver","[[Clothing, Shoes & Jewelry,Men,Jewelry,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
21,173714,JBlue Jewelry Men's Large Alloy Leather Bracelet Bangle Brown Rock (with Gift Bag),"[[Clothing, Shoes & Jewelry,Men,Jewelry,Bracelets,Link],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
21,206029,KONOV Jewelry Stainless Steel Gothic Biker Men's Ring,"[[Clothing, Shoes & Jewelry,Men,Jewelry,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
21,44834,"KONOV Jewelry Mens Bracelet Bangle, Stainless Steel Rubber, Color Black Silver","[[Clothing, Shoes & Jewelry,Men,Jewelry,Bracelets,Link],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Bracelets]]"
21,203037,"KONOV Jewelry Gothic Skull Cubic Zirconia Stainless Steel Men's Biker Ring, Silver Black","[[Clothing, Shoes & Jewelry,Men,Jewelry,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Rings]]"
22,209889,Retro Environmental Protection Alloy Colorful Acrylic Pendant Necklace,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Necklaces & Pendants]]"
22,39408,Vintage Golden Chain Jewelry Hollow Floral Adorned Pendant Necklace,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Necklaces & Pendants]]"
22,200592,Fashion Silver Chain White Rhinestone Bunch Pendant Bib Statement Necklace,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Necklaces & Pendants]]"
22,42563,Dp Ribbon Luxury White Big Rhinestone Crystal Collar Bib Statement Necklace,"[[Sports & Outdoors,Fan Shop,Jewelry & Watches,Necklaces & Pendants],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Necklaces & Pendants]]"
22,193324,Fashion Golden Chain 3 Row White Resin Beads White Crystal Bib Necklace,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Necklaces & Pendants]]"
22,23703,Antique Necklace Crystal Statement Jewelry Chunky Bubble Necklace (Fn0634),"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Necklaces & Pendants]]"
23,129133,PattyBoutik Boat Neck O Ring Cut Out Shoulder 3/4 Sleeve Blouse Top,"[[Clothing, Shoes & Jewelry,Women,Clothing,Tops & Tees,Blouses & Button-Down Shirts]]"
23,104994,Patty Women's Polo Collar V-Neck Long Sleeve Stretch Pullover Blouse,"[[Clothing, Shoes & Jewelry,Women,Clothing,Tops & Tees,Polos]]"
24,16051,The Hunger Games Movie Bag Clip &quot;District 12&quot;,"[[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Movie & TV Fan,Accessories]]"
24,222255,Mens Black Stainless Steel Rosary Necklace with Cross - 32&quot;,"[[Clothing, Shoes & Jewelry,Men,Jewelry,Necklaces],[Clothing, Shoes & Jewelry,Men,Jewelry,Religious,Necklaces & Pendants],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
24,167195,NECA The Hunger Games: Catching Fire Mockingjay Pin Prop Replica,"[[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Costumes & Accessories]]"
25,16051,The Hunger Games Movie Bag Clip &quot;District 12&quot;,"[[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Movie & TV Fan,Accessories]]"
25,222255,Mens Black Stainless Steel Rosary Necklace with Cross - 32&quot;,"[[Clothing, Shoes & Jewelry,Men,Jewelry,Necklaces],[Clothing, Shoes & Jewelry,Men,Jewelry,Religious,Necklaces & Pendants],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
26,236871,Asics Gel Triangles Women's Running Shoes,"[[Clothing, Shoes & Jewelry,ASICS],[Clothing, Shoes & Jewelry,Women,Shoes,Fashion Sneakers]]"
26,200573,BEARPAW Women's Bristol Boot,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,B,Bearpaw],[Clothing, Shoes & Jewelry,Boot Shop,Women,Fashion,Shearling],[Clothing, Shoes & Jewelry,Women,Shoes,Boots]]"
27,200573,BEARPAW Women's Bristol Boot,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,B,Bearpaw],[Clothing, Shoes & Jewelry,Boot Shop,Women,Fashion,Shearling],[Clothing, Shoes & Jewelry,Women,Shoes,Boots]]"
27,128111,Biopierce Push-in Top Labrets Retainers - 14g 5/16&quot; Length - Sold As Pairs,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Body Jewelry,Piercing Jewelry,Barbells]]"
27,236871,Asics Gel Triangles Women's Running Shoes,"[[Clothing, Shoes & Jewelry,ASICS],[Clothing, Shoes & Jewelry,Women,Shoes,Fashion Sneakers]]"
28,179737,925 Oxidized Sterling Silver Tiny &quot;I Love You&quot; Hand Sign Symbol Post Stud Earrings 10 mm,"[[Clothing, Shoes & Jewelry,Jewelry Outlet],[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Earrings]]"
28,3272,925 Sterling Silver CZ Cubic Zirconia Diamond Small Flip-Flop Slipper Shoes Post Stud Earrings 15 mm,"[[Clothing, Shoes & Jewelry,Jewelry Outlet],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Earrings,Stud],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Earrings,Stud],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
29,171361,T.U.K. Women's A8189L Pump,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,T,T.U.K.],[Clothing, Shoes & Jewelry,Women,Shoes,Pumps]]"
29,81578,Easy Spirit Women's Traveltime Fashion Sneaker,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,E,Easy Spirit],[Clothing, Shoes & Jewelry,Women,Shoes,Fashion Sneakers]]"
29,29826,Funtasma by Pleaser Women's Gangster-15 Platform Oxford,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Women,Shoes,Pumps]]"
29,52732,Dr. Scholl's Women's Dance Clog,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Comfort Shoes],[Clothing, Shoes & Jewelry,Women,Shoes,Mules & Clogs]]"
30,171361,T.U.K. Women's A8189L Pump,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,T,T.U.K.],[Clothing, Shoes & Jewelry,Women,Shoes,Pumps]]"
30,29826,Funtasma by Pleaser Women's Gangster-15 Platform Oxford,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Women,Shoes,Pumps]]"
31,81578,Easy Spirit Women's Traveltime Fashion Sneaker,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,E,Easy Spirit],[Clothing, Shoes & Jewelry,Women,Shoes,Fashion Sneakers]]"
31,144897,Skechers Kids 10304L S LIGHTS - Lite Dreamz II Sneaker with blinking lights (Little Kid),"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Girls,Shoes,Sneakers],[Clothing, Shoes & Jewelry,Girls,Shoes,Athletic],[Clothing, Shoes & Jewelry,Boys,Shoes,Sneakers]]"
31,207438,Delfin Spa Women's Bio Energy High Waisted Exercise Shorts,"[[Sports & Outdoors,Clothing,Women,Shorts],[Clothing, Shoes & Jewelry,Women,Clothing,Active,Active Shorts]]"
32,81578,Easy Spirit Women's Traveltime Fashion Sneaker,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,E,Easy Spirit],[Clothing, Shoes & Jewelry,Women,Shoes,Fashion Sneakers]]"
32,144897,Skechers Kids 10304L S LIGHTS - Lite Dreamz II Sneaker with blinking lights (Little Kid),"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Girls,Shoes,Sneakers],[Clothing, Shoes & Jewelry,Girls,Shoes,Athletic],[Clothing, Shoes & Jewelry,Boys,Shoes,Sneakers]]"
32,175601,eVogues Gray Deep cut v-neck Hoodie top,"[[Clothing, Shoes & Jewelry,Women,Clothing,Fashion Hoodies & Sweatshirts],[Clothing, Shoes & Jewelry,Women,Plus-Size,Fashion Hoodies & Sweatshirts]]"
33,175601,eVogues Gray Deep cut v-neck Hoodie top,"[[Clothing, Shoes & Jewelry,Women,Clothing,Fashion Hoodies & Sweatshirts],[Clothing, Shoes & Jewelry,Women,Plus-Size,Fashion Hoodies & Sweatshirts]]"
33,29826,Funtasma by Pleaser Women's Gangster-15 Platform Oxford,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Women,Shoes,Pumps]]"
34,122499,Myia Passiello &quot;Timeless&quot; Swarovski Zirconia Round Halo Ring,"[[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Shop by Designer],[Clothing, Shoes & Jewelry,Boutique Designer Jewelry],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
34,236638,14 Karat Gold Plated Amethyst Earrings,"[[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
34,206816,Sterling Silver 9mm Shell Pearl and Cubic Zirconia Ring,"[[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
34,190996,Sterling Silver Clear AB Crystal Dangle Earrings Made with Swarovski&reg; Elements,"[[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
34,39834,Sterling Silver Swarovski Elements Crystal Aurora Borealis Large Rondelle Drop Earrings,"[[Clothing, Shoes & Jewelry,Antique & Estate Jewelry,Contemporary,Earrings],[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty],[Clothing, Shoes & Jewelry,Test Women AAQ]]"
